없어지다	To lose, get lost
작년	Last year
내려가다	To go down
떠오르다	to rise, to arise
미치다	To reach
새벽	dawn, daybreak
쓰레기	Garbage
얼른	Fast, quickly, rapidly
임금	Wages, pay
피해	Damage
한	limit; end; bound
무섭다	fearful, dreadful
직장	one's work place
참다	to bear, endure
크기	Size, dimensions
고기	Meat
남기다	To leave behind
서양	The Western countries
주요	The major, the chief thing
지나치다	Go too far, to go to extremes
가져오다	To bring / get
냄새	Smell
부드럽다	soft, tender
여기다	Think, consider as
공연	A public performance
남녀	Man and woman
내놓다	Put out, take out
떼다	to detach, to remove, to take off
만들어지다	Make, create
속도	Speed
심각하다	seriousness, gravity
준비	Preparation
계속되다	To continue
구월	September
맑다	clean, pure
소년	A boy
소식	News, information
유월	June
작용	action, operation, effect
허리	The waist, the small of the back
골	Goal
공업	The industry / manufacturing industry
그중	Among the rest of them
노인	Old person
벌다	To earn (money); 2. to invite, to bring onto oneself
살리다	1. revive, bring around, restore to life 2. save, spare, rescue
새	bird
영어	The english language
출신	A native, place one is from
결정	A decision / determination
경향	Tendency / trend
기록	A record / a document
나름	Depending on
대답하다	To answer, reply
반면	One side
썰다	Chip, mince, dice
움직임	movement, motion, activity
이미지	Image
터지다	Break, be torn, get away from
특성	A special/unique characteristic (individuality making, peculiarity)
교장	Principal
벗다	Take off, remove
업무	Buisness, duty
입시	An entrance examination
준비하다	To prepare
청소년	Young boys and girls, teenagers
돕다	to help
응	Yes, i see!
이기다	To win
찾아보다	To go meet somebody
취하다	To adopt, assume, take
다루다	Treat, deal with
사장	Company boss
삼월	March
그렇지만	But / however
선배	one's senior
업체	A business enterprise
키	stature, height
구하다	look for / seek / want
국회	The National Assembly
그러므로	So / hence / therefore
포함하다	To include, contain
걱정	Worry
결혼하다	Get married
만약	If
바르다	Be straight; be honest
세월	The times, things
숨	A breath
행사	An event, a function
깨닫다	to realize sth
누나	Older sister (male speaker)
신	God
왕	King
점점	More and more, by degrees
질문	A question, a query
특별	Be special, extraordinary
판단	A judgment, a conclusion
해결하다	To fix a problem, solve a question
거리	Distance
계속하다	To continue
그치다	Stop / cease / halt
근처	Nearby / the vicinity
너무나	Extremely
높이다	Raise, elevate
부정	injustice, wrongfulness
사정	Circumstances
도대체	In the world, on earth
막	rough, careless, of low quality
부모님	Parents
수출	Exporting sth
계시다	(someone esteemed) to stay / be located
자르다	cut, chop
데리다	Be accompanied by
마리	Number of animals
무척	Extremely
비용	Expense
비행기	An airplane
옳다	To be right, correct
원래	originally, primarily
처리	handling, treatment
최초	In the very first, in the beginning
꼴	Shape / form / appearance
놀이	Play, game
뜨겁다	to be hot: to be passionate
뿌리	A root
수입	Importing sth
초	Initial, in the beginning, first
그리하여	And then / and so / and now
낮	Daytime
일찍	Early
직원	Staff
찍다	Stamp with a dojang
가볍다	Light
내부	The inside
다소	1. Large and small, 2. more / less
상대	counterpart, companion, rival
오전	Morning, a.m.
피부	Skin
가게	Store
가득	Full
그저	1. still / all the time 2. easily / with no effort
도	Degrees (temperature)
벽	A wall
장군	A general
무역	Trade
부담	A burden, responsibility
약속	A promise
인사	Greetings; personnel matters, human resources
줄	string, rope; line, row, column, queue
쳐다보다	To look up at
충분히	Enough, sufficiently
대	platform
신체	The body
에너지	Energy
위원	A member of a committee
정리하다	To adjust
집안	Inside the house
배경	Background
죽이다	To kill
단순하다	Be simple-minded
반대	Opposite and being opposed to (objecting to)
법칙	A law, a rule
소금	Salt
오염	Contamination, pollution
자전거	Bicycle
참여하다	To participate in, take part in
탓	fault, blame
푸르다	To be blue, to be green
걔	Child
목	The neck
발표	Announcement
범죄	A crime
위	status, position
흔들다	Shake, sway
기초	The foundation
논리	Logic
드라마	drama
뽑다	Pull out, draw
피우다	To make, build, kindle
감각	Sense / sensation / feeling
미리	Beforehand
부족하다	Be short of, lack
인사	Greetings
저희	We
진행되다	To have progressed, be advanced
교통	Traffic / transportation
기구	institutional organization, Structure / framework
오랜	For a long time
젊은이	Young person
후보	candidature, candidacy
거리	street
과제	A subject / a thesis / homework; an exercise/a problem
근거	Basis / foundation
기록하다	To record and write down
다가오다	Approach
불다	Blow
시각	angle/point of view. 관점.
이끌다	To guide, lead
종합	Synthesis
조선글	Korean writing system
가을	Autumn / fall
개발하다	Develop / exploit / open up to development
내일	Tomorrow
떨다	to tremble
매일	Every day
손가락	a finger
수단	means, way
자유롭다	To be free
적극적	Positively
판매	Sale, selling
형성	Formation
기울이다	Tip / slant / incline
길이	Length / extent
장면	A scene, situation
점차	gradually, in steps
톤	A ton
관련되다	Be connected / related to
급	Class / grade / rank
나머지	The rest, the remainder; as a result of the excess of, as a result
날씨	Weather
더불다	Join in, do together
동물	animal
의사	A doctor, a physician
개방	Open / throw open
건강하다	To be healthy
미래	Future
앞서	Before, previously 2. in anticipation, beforehand
여러분	You (plural, to address a group at speech time)
왜냐하면	Because
인구	Population
기대하다	To expect / look forward to
도착하다	To arrive
병	Sickness
소프트웨어	Software
흘리다	spill, shed (tears, blood)
반응	Reaction
주인공	The head of a family, the hero/heroine
당연하다	Be natural, be no wonder
따뜻하다	(to be) warm
따로	differently; separately
비판	criticism, a comment
빌리다	To lend
세대	Generation
축구	Football
형님	The respectful, proper way a man refers to an older friend
놓이다	Be put on top of something else 2. to become peaceful
당장	On the spot, immediately
무렵	The time when
밝다	To be promising
사물	objects, things
일반적	Universal, general
장소	Place
곱다	Beautiful
바닥	Floor
새끼	Baby animal
생각되다	To come to think sth
서비스	Service
선택하다	To choose
심다	plant, sow (a tree)
적다	write, write down
코	The nose
간단하다	To be simple
고등학교	A senior high school
공개	opening to the public, making public
교실	Classroom
견디다	Endure / bear
기사	An article / an account
막히다	Be stopped up
매체	A medium, medias
별	A star
복잡하다	Be complicated
뿌리다	sprinkle, scatter
영역	Territory
체험	An experience
구속	To arrest / put in detention
때로	on occasion; occasionally
어쩌면	1. it is possible that 2. how on earth, how the hell
극복하다	To overcome / surmount
불법	Illegal
비밀	A secret
색	Color
쓰이다	To be used, to be utilized/employed
일정하다	To be regular, established, uniform; changeless, constant, certain, definite; invariable (mathematics)
다지다	Make sure, to harden oneself, firm up one's will
밝혀지다	To be discovered, revealed.
아까	A little while ago
알맞다	To fit, be fitting, suitable
이념	An idea, a doctrine, ideology
희다	White, fair
가리키다	Point to / indicate
모시다	Attend on
발달	Development, growth
수많다	Many and many
잘못	wrong, mistake
치르다	Pay off, pay one's bill
평화	Peace
공사	Construction work / engineering work
돌	stone, pebble
똑같다	just the same, exactly equal, identical
박사	Doctor
성	a sex (male / female), a sexual gender
전문가	A specialist
단지	Simple, merely
말씀하다	Speak
무용	dancing, a dance
불리다	To be called
싸움	A fight
자꾸	Constantly, repeatedly
차리다	Make ready, prepare
해외	Abroad, foreign countries
그리	So / to that extent
뜨다	to float, to stay afloat (on water)
문화재	Cultural assets
미소	Smile
보통	The normal
식당	Restaurant
의미하다	To mean, signify
이래	Since, after that, hereafter
체육	Physical education
구성되다	To be organized
독특하다	Unique, characteristic, distinctive, peculiar, specific
땀	sweat
사례	thanks, gratitude
소개하다	To introduce, present
잘되다	To turn out well
추진하다	To propel, drive forward
칠월	Month of July
틀	A frame, framework; mold
평균	Average
훈련	Training
흐름	Flowing, a stream/current
십이월	December
쌓이다	Be piled/heaped up
이익	Profit
쥐다	To hold, seize
컵	Cup
게다가	In addition
끓이다	Boil / heat / make hot
논문	Dissertations, an academic paper (these are 2 separate meanings)
멈추다	Stop
사용되다	Be used, be employed
오랫동안	For a long time
위기	A crisis, an emergency situation
정당	A political party
종이	Paper
찾아가다	To go to a place to meet somebody
폭력	voilent, brute force
혹시	by any chance, accidentally, maybe
늘다	Increase, gain
양	quantity, volume
절차	process, formalities; 수속
진짜	Real
공기	Air
닿다	To reach, get to
속하다	Belong to, be affiliated with
올림픽	Olympic
이외	Except, apart from
재미	amusement, enjoyment
제공하다	offer, proffer
증가하다	increase, rise, grow
기대	Expectation
떡	rice cake; tteok
식물	plant
옛	Old, ancient
외치다	To shout, scream
적어도	At the least
편하다	Untroubled from cares
평	a Pyeong, a square area about 2 square meters
권리	A right / a claim to
끝내다	To end
대답	An answer
시작	The beginning
어려움	difficulty, hardship
일주일	One whole day
자원	Resources
춤	Dance
넘기다	Pass over, send across
물체	A material body
분명히	Obviously
시위	A demonstration
아무것	Anything
온	All, whole, entire
젖다	To be wet, soaked
제외하다	To exclude
최대	The greatest, the largest
평소	Ordinary times, ordinarily
견해	An opinion / view. Same as 의견
깨끗하다	To be clean / pure
농사	Farming
더구나	also; furthermore
안정	Stability
어둠	Darkness
어둡다	To be dark, dim, gloomy
어쨌든	In any case, anyhow
주택	A house
고장	A district / producing area
관련하다	To be related to / connected to
눈길	Line of vision
물어보다	Ask
미안하다	To be sorry
밀다	push, shove
스트레스	Stress
음	Sound you make to express doubt, worry
인사	figure, distinguished person
주어지다	To offer, proffer (conditions)
고려하다	Regard / respect
과일	A fruit
널리	Widely
농촌	A farm village
올라오다	Come up
챙기다	gather, collect, assemble your stuff — to amass (money, a collection)
고르다	Choose / select
바르다	to hang paper; to stick paper, cloth / the like
벌어지다	to occur / take place.
소재	material, subject matter
전망	A view, prospect
포기하다	To give up, to abandon
형성되다	To be formed, made up
고치다	To fix, amend, change
